CADTH_GID,CRCSHH_GID,CESSH_GID,CRDT_GID,CRDTH_GID,CRFLH_GID,CROP_GID,CRLRH_GID,DFEEH_GID,CRRCH_GID,CRRP_GID,CRRPH_GID,TRGTH_GID,ACNT_GID,BACNT_GID,CRNC_GID,CLNT_GID,DACNT_GID,DEAL_GID,DEPT_GID,DOC_GID,DLCLH_GID,MGRACNTH_GID,DPOS_GID,OPU_GID,OPU7_GID,SEC_GID,EMPL_GID,BNK_GID,DPFLH_GID,MSG_GID,DDLH_GID,TRNS_GID,RSTRH_GID,BRANCH_GID,OPER_GID,ACOPL_GID,ACRSRV_GID,PAL_GID,DADD_GID,DCMT_GID,DEALH_GID,OOL_GID,CRT_GID,ACDLH_GID,CRTH_GID,CSFLH_GID,DAQH_GID,TROP_GID,TRNS_GID.1,PROD_GID,RSTR_GID,SYND_GID,SYNDH_GID,SNDCLH_GID,DFEE_GID
186766771,824828429,437562176,287772595,92765423,283905429,578124762,682236391,827472428,814589325,936739257,933669319,384692010,52024636022,20257038468,Fyq,2986636545,102111721,541665774,47076664168,36435183470,375263647,28970109214,283271807,328299388,412183671,552124511,9988264396,2126053128,815220597,6991112662,353394384,7357905701,996463623,85104214274,9038824307,44677101,892307488,322212014,926169465,535600693,1143090,869149776,772826353,705528714,310207036,604117031,800164100,90319086,491357258,642987792,21073572,629781248,43559292,63171636,452017922
988346232,578813270,771159795,123012467,450304600,388664006,3999550,122542635,979221109,403706049,165604091,468588944,651141188,55987443541,24410079228,FQq,2521903211,114914231,622150866,48598669228,32337801731,344097587,23712961910,298344118,385650540,408790940,550104904,9784545696,2179978426,17282917,6102509042,181584462,7243183315,725464416,86428427876,9905703879,438703348,458233583,810222894,881856132,426362642,135123632,903985999,940964629,563290502,802809715,660592926,93310591,858610995,601766066,173670926,93698221,734530538,541822271,584094722,548502755
576872740,108556646,540190302,288278882,178530680,89441673,389244461,119233628,30545685,427727919,859385169,839578943,163853034,55173757416,22087859384,TLo,2020401925,155707333,15483345,40598488775,30986121573,620089555,29816888422,235349015,312150804,491409923,547602988,9055135371,2652958132,840106432,6791154393,488186849,7946673068,366636164,83206203235,9032181453,95413322,446449216,419893300,879426849,60757038,224485733,281282092,429735557,728351394,395299087,625593974,82645483,203460511,201162454,424025964,602050103,173231862,906744756,775564687,185621497
803703817,709275710,326752182,331065044,867989571,379563931,961068534,253707824,567789070,984066399,584706418,805166572,361694766,53511263162,24734592878,uRa,2254144322,150095653,758622219,41606244582,31712065069,79705665,21008240347,240589586,399139216,411161090,511420094,9858187128,2867802275,995639642,6973322183,175143375,7755646099,477871983,85326796337,9819275861,591295433,635629983,116597726,934320775,523620413,526364736,195774969,28719720,444795928,812395781,202683003,892337171,263642513,185844969,900357843,10517380,787321985,309625540,788100658,422929529
865032309,976990445,910248699,35489208,711159656,962812787,939356927,729602211,424326289,258452769,183115499,625753556,548637305,58302388521,22540395595,bYq,2667470420,158234769,14323667,44566127426,35292890318,304943687,28582840741,217557960,372465353,470553884,573180162,9463490042,2836163794,908766242,6692587891,717549010,7096404089,395261865,82896257559,9216704664,318924040,506913525,846891717,932503826,289569342,179230193,662019187,215833928,597626454,260745101,855254721,933193253,941690724,440494062,174797312,403056813,620122006,954576967,865721225,808448103
192791182,789104567,103252921,499289468,857918879,749686959,103321455,356395170,226854608,551764842,920250778,996222787,856727501,51833471458,23717971001,KeN,2167031596,156224184,451164502,49882152739,30945551569,20473806,29102962601,294802299,312143879,494286893,501400437,9078690817,2588384164,779600918,6278649301,399024692,7545097723,829089694,85511280502,9506996280,111500188,828861910,885509873,400730684,518912810,358273834,234376876,878490998,590018243,760292434,234034045,448010345,486513648,264171342,446824390,477091404,129496234,704552226,975487186,348290168
522872722,264015935,134238145,342184682,54143278,607967353,134351163,860845734,795527336,436787976,450320498,461011155,298570846,55046583484,25643984628,YvP,2217313336,183989733,39484385,40598125330,36759850497,677390136,21988975078,230571524,343956695,496579638,592819583,9139136731,2343581064,355120415,6848959623,850980624,7547219162,842985020,86876837624,9131949987,371145034,806197515,961618173,832397288,935362541,18371843,105753684,404962222,780776238,696617121,929913336,171063999,752955629,635953386,563095001,867146932,231450560,3328818,631879232,562930678
282590936,377705208,335860239,106461276,235131065,499402069,377663339,80860752,831448586,237188513,442210711,477955424,291390788,50989655397,25177910818,FrY,2098730274,137898060,431573474,48052445402,38657687003,149630575,20694755664,207969145,386724038,493879393,534793375,9774393397,2516852214,508073387,6176833337,852774120,7226498436,583576431,81593947393,9927322239,840196275,102876223,604251477,121885749,395031343,107575303,474706655,982071018,87558427,122190175,923895828,398236660,775132662,786619097,276357347,458089366,64245614,802352300,263406351,316654179
411887178,34193694,861077882,399726841,976911114,702480197,931721015,816378788,355080416,213207323,596812755,369482823,197303331,51087273550,29176107655,guR,2788196022,196788207,647603857,45040203590,36988856321,285400087,25567902655,247946193,334337078,420149919,590385183,9359115661,2241992241,765499582,6083965041,409000326,7622773548,297170585,82880128804,9204113317,19522774,15241085,121362645,208300349,908626832,734806082,438717077,553529067,880944548,709576346,471148410,618837694,358377724,156876544,576023457,120072426,522247805,399256729,615677351,385142602
327017765,525107546,725443024,838432588,516366686,383767523,383183987,401183913,15126818,113214178,615986506,795953733,64975041,53001631962,29217537701,OpH,2822364154,176086258,221293665,46306009400,34346426032,115960379,22621448021,252545921,399800991,473031742,501286648,9969279138,2874481633,276243282,6019753361,617167822,7944579500,522333001,80405396177,9809913708,888342283,476254190,995788603,775507352,846493615,336237826,729424118,229431990,774777543,56517355,514423389,493056205,26611569,943591057,96956396,115599381,804233397,24893592,18334743,947690218
767604886,937498819,307292146,562808420,318407236,687061470,172469589,495405151,153849353,877030564,222570204,412213259,587770130,58538619440,28179377044,oBm,2412636965,161226921,963569717,40260562105,36692348306,244013377,20543034402,223278509,300284453,437804218,580855253,9976960512,2014988286,885733934,6375990952,359374350,7459725777,750751809,81049663835,9549628772,583089956,34875786,248281322,382962097,510886841,234984082,189337445,642644986,470440152,814629026,670225031,131351317,926335559,374622750,207769278,84162749,863200809,689433968,936067629,213605172
560803288,938783105,476946053,912002893,716888881,620352935,602473104,596576488,617478215,534762461,968465876,626613470,141574203,59121643558,24833024623,Nxp,2134205664,135019338,842647315,47950490027,36209689881,365327301,22065297759,212904883,363611430,465768418,574123526,9068602776,2874351449,503803771,6837970258,35061175,7471982577,604438766,81012500933,9926061654,276389465,159472706,459627424,954718957,133452488,207727741,48173538,857347276,418373822,539748569,516307214,344744005,901737653,296493778,490566016,215567751,91969432,386094018,171209780,121233769
222094979,791924869,359831202,146298200,420162777,442022893,930525048,299266323,665950834,161498054,838987574,966864652,156725142,56588435704,26987598736,hIy,2624121530,128670778,180608147,49230577745,36127086869,185698298,20881271106,207716088,337779100,494395498,592197564,9794748398,2461858264,906973151,6052354349,828438813,7665546742,686395652,81734737808,9894001175,89071585,992438843,391864146,109031504,511911003,441031948,494455280,455273498,793814333,769213663,928494755,13690667,961345422,319678900,450233937,878113329,896575394,327283712,970987890,509356314
130920842,366386585,356496133,473673786,348292546,560869270,254257551,848555964,489751372,724602323,158610254,326137242,207119948,50436328164,20089197590,OZi,2341106803,180754197,15232045,43266579898,37446740476,435550857,22712327937,295706042,326878160,484380364,518660337,9312127180,2489993810,264826016,6854736771,674093714,7228421815,29683619,85464322140,9857695537,961679581,999632491,922508410,234640690,798446892,52892271,195070290,389544700,950535756,997926762,126641584,205949831,91200720,286108505,891705442,400628041,526217940,8480180,337051071,622174874
649780825,591181433,519995723,532191829,167605582,214997234,896535116,838153139,858219390,743252656,580227734,773444396,181430058,59522022497,29181727443,YSr,2195484749,171412917,254619879,42073771010,36488375952,596113193,25850222669,271995104,367958880,439660733,537538430,9858187128,2115246738,927952538,6333355562,574182598,7969745791,783874484,82835316757,9983562959,234628881,539876185,55816615,9607934,178196459,566021214,417278321,931315249,638028044,619071312,208360500,838591113,553249497,936435007,896832746,295071317,670740203,632977895,626743145,760131009
637919261,576457902,684914884,267068127,254567875,663547478,652636403,12104284,795551268,836361144,76859405,559387641,966244491,58591923633,26105959803,tOf,2550765194,174545585,440149020,41066124272,36736412177,705146129,28705019333,295185171,367437986,446297943,502643526,9368785109,2259883835,904872598,6353461263,606303104,7579275171,576749669,81381487043,9711643482,503002160,101919217,913104271,107000664,307840930,220460683,882211505,246569886,962199230,890413999,991286358,472423080,241671241,201981106,652640888,95817908,729575130,701780560,567939317,319212732
157848577,603260562,730715412,552046077,423695840,230270631,830893224,55787362,491789828,501364836,522687582,744001730,964094659,50697942100,27437711622,RRo,2066721041,175742462,980923716,46281300909,37136048650,324094696,24486672373,201910424,369115014,432815407,582039281,9914679887,2120493990,746872090,6298230218,563244912,7128290332,740299413,89243562128,9680799412,40427272,444982784,247665619,840613765,229832934,221333585,891451301,911983820,161660826,768265148,721080320,247313262,852954308,688436041,214427527,377293160,5629023,873230284,716436233,507737274
81770059,167564767,935573500,225125542,885449953,113455901,806136791,351441814,589751323,367199295,626619314,405236877,137585568,53095621989,27927244472,MbG,2992806607,111976306,485643397,46079556752,33721745255,123981925,28964084148,278231073,386175339,490295736,588134003,9292704870,2783811861,912536019,6069995851,58702975,7367780894,573626359,86265976985,9714059245,571635500,276015942,283646920,641073129,637588836,591436343,957916358,669574143,523838222,482932737,41957300,418447575,820197701,410597549,884190511,158597416,576134390,696772959,658051249,253468647
970106327,825766659,226956037,535809117,267503129,776142173,675173369,31291978,775849792,987444299,778459184,506215834,728482772,57598258664,25875246283,Fii,2063578691,194223196,842390271,43936072964,30718263422,477058499,24292419368,282749507,349518416,422509800,522796768,9055135371,2292801464,9449401,6740824568,122729831,7396532907,401278132,84866997866,9579337131,984829171,585784893,720659357,92878819,158246964,984280039,754930543,143834178,101964441,161487546,445548736,330008421,218211400,441627231,484361098,55318332,394615105,265644075,357188876,818864692
616210350,170187885,454143643,142956779,418679948,892823257,192895016,391658136,579085433,412422594,201037235,572406390,505102403,57270436467,25774113982,bQi,2510528186,194525573,639822656,48659147018,34711668628,141054139,22415241339,274138932,360399246,433827877,562982867,9225097094,2952376145,830104111,6728864612,229313722,7822877569,432012103,89361120040,9141560049,163741869,573933935,256692803,127038971,82296262,742128798,83688462,18181517,53131392,918809856,585369648,18333601,164417144,464762460,847027791,946339343,548770832,813129762,969060790,308326166
216182953,629511980,30652203,13364316,880707012,313895167,291350388,544147811,658896916,964617225,87277718,272756617,244208219,58405368619,23104836053,Cvw,2499681576,174774144,830746718,43638088213,35020030579,763798646,20618303641,267778685,306897120,461564964,528591540,9238574234,2356258268,340145367,6449872543,942856566,7682570324,698416794,85243056725,9557358341,800140588,809015540,307501556,560840346,580632704,347977591,695835997,889989164,92092260,293899077,73346391,352762984,148255615,693739000,596822225,649543255,788589282,571299678,943548745,734884426
578348810,658748015,185497685,729056283,958545885,85772689,414440540,885350872,490820441,594330576,921875976,374275057,414123293,58689652750,29194050308,hRO,2830201939,166119789,560448431,48399087259,37644801585,917260408,21320797459,243934462,366884847,426153899,518220096,9842950401,2847021640,923090175,6347818163,440677732,7133199394,517028466,83536106443,9230036480,363373376,820527826,154760291,805651377,476007730,387788266,772479668,595467229,342271037,557177548,178243952,363296440,582830913,966463560,668287918,629130241,743615806,921827553,381848975,470930175
87044943,686879384,487887441,858048413,907340762,804222871,951597959,684759734,553975120,556181811,870252151,124599046,653880606,59368960472,29833922240,Hdf,2896227829,176853427,34852977,45336365522,37748805477,111396751,20256578371,242691805,301815377,425336097,528045964,9989317661,2716359015,47865662,6314176910,227784773,7803697436,885701567,87868596029,9592670875,284864754,384299454,321876411,359364715,853909628,804248272,469538873,216765145,508258425,878085119,332261872,42601914,47427182,785407950,312616455,622078071,522291895,657227928,339857158,355214797
299281306,555954696,661632353,302418471,37795246,382180324,324096002,952276407,691095656,194894831,140256635,901056453,778647364,59978725789,24047118794,Fae,2146110488,120178597,848744233,41723098652,34889572463,871193043,26401161804,256087758,315060490,411729804,511535716,9204954223,2589114230,540201432,6071600493,385992177,7151429158,47606119,80177589252,9008433754,500294828,104963102,160023238,643511380,159536253,215926507,138479779,780107556,564876627,475335774,39617248,193968599,509775972,82082002,553984388,682867120,149618692,682098443,52249805,459966732
724358815,376731580,514053858,875491967,803057039,65767184,170225325,966369429,714404619,723430102,461085054,61049816,335479422,50087078884,23509861518,hmI,2490567690,137820293,532485735,43233653108,31809217428,51803103,22932226290,234871413,333799458,458238613,514581825,9312127180,2643862285,95392509,6689875665,741470240,7097559540,44666671,85817031795,9405925590,220967869,806303189,784231816,182410217,173399624,859593390,661905800,758842248,236046990,458057276,960552873,300938129,19156750,323625294,394125572,62251130,633080426,424477296,585962713,320405429
998457297,128065555,328392740,232557759,811202856,695068159,258775325,462943268,895984102,295212890,770886868,946137475,438955726,57617194469,20458700261,Rcl,2172990110,151972426,476307721,47069724540,34255020486,945855427,26920590332,275195992,334913140,432959905,576743737,9298483292,2781894920,743342417,6961575329,155850418,7084718854,557258832,82657475681,9757004068,946168024,444629055,676729527,924014641,966884277,730708474,69564232,770257967,807727457,940692226,192732318,304324890,297639676,642006260,591887732,90137849,803257251,557075116,858086205,623440276
293628149,731927973,832942821,206991271,682357059,933175693,238539314,4821053,605343573,795834703,5540800,998335533,58932896,55141757814,21065909819,fdI,2059610724,157114133,659010304,48874504785,32829642452,565634296,23182864144,214524058,379837896,469921347,542922980,9298483292,2113439909,331121659,6918008760,875340693,7643951051,264285454,89558375277,9677830946,566478609,104928673,198381630,850416655,350868480,377283334,385815601,193657753,708177610,676992604,636933009,420875974,707520639,175550173,35402427,108322148,832288253,962713761,592814741,504160390
707542877,66599673,732593977,444804586,111503866,969972461,769886573,787391011,904183685,328984137,596240168,453767999,200871608,51858549931,29168264942,lRt,2587123912,115980442,341081132,42858020205,30272745692,621169826,22407809124,227104719,397958433,484317232,532339467,9959243138,2258681076,140586613,6625154879,641018414,7955898093,961591080,87511510521,9553800825,366350118,684952895,365367287,383237048,42241670,134188713,829426740,322000528,995386374,353268414,812622562,427952104,864878711,122729199,490861554,261152065,573711547,725651021,445823882,722824409
320514553,736048184,304706365,743286165,260643336,91059395,284016851,594313996,262496218,319165791,969546191,254367806,515035795,59748075976,23310789198,NEw,2463599651,122643461,737318242,45991719932,39201880885,683569342,23730547175,206260076,349565310,413886094,512223836,9989317661,2894073927,589501413,6477718988,313849871,7506918392,43762754,87132730224,9378435950,717803131,476941294,484269036,108050638,351017272,498396521,835622252,917505690,754892534,145543594,385033569,344388750,597331909,656216864,215775651,502880489,712586166,74077812,239711555,637598779
294893382,145197187,815110926,952345183,613061549,542365219,995518729,735996680,923512761,47683750,658419562,920068580,574447204,59854249421,22001856243,EcS,2872950147,151138489,606564431,41556782409,32590950810,494917793,28489602057,291925447,320130867,426268483,516114767,9162606626,2853268701,207581477,6734591377,710384285,7022638533,148546920,83579267428,9189231072,259091366,387283732,94432770,520954317,646078088,497434462,410238497,607592993,372084010,107328560,101845626,568029729,132247876,858213392,88440214,561093657,451774926,207088047,93834347,565534177
45951412,431198105,437584043,573738092,886452519,39468354,88153311,827823120,367680611,356611126,76432517,38618887,713090475,57760912274,26108351565,qqO,2979804065,188992785,464381417,41619575923,38388579827,512131497,26270445319,284598771,387507889,475967596,548297379,9778135705,2541228235,520009823,6382222134,727322315,7155348885,927466928,85461119295,9274493826,869085750,370571092,171884593,178460030,458026229,135784148,106942356,997402552,142294805,635636512,914672700,863507718,971244450,814290500,542946911,383017421,785250163,564544314,361720906,942775382
181814977,798747572,839776129,443577217,272687772,422287702,1049233,439923176,812781033,480454164,490735951,893957513,641030586,54037148792,21867547469,dKu,2985338754,103019796,215055225,47212340380,35184821908,277017857,25633172894,281828119,385579382,471862772,501178697,9001857153,2929781019,879247890,6878940912,933902419,7245654472,118552550,83904470838,9378323096,971242400,906126769,81632824,21072885,194175951,320020389,735119264,180835022,667030078,928840918,533376780,403845339,578535458,546365687,874569105,787768164,613967926,681189194,924182696,495365254
997138602,238593586,383423427,682555566,630790969,919975428,746499556,717790013,495208441,438749430,294923317,291561027,405401616,58427027002,22580259661,ytS,2289840702,156815559,475691217,43434112885,35133590338,161127081,24482666275,292115015,300658240,465195290,546361715,9989317661,2376408176,100086951,6861756209,655080989,7931523746,308398930,85639213997,9789501097,846996676,906779640,58272537,410682924,453694898,828945161,473954866,82890962,799493282,481961929,375608267,497012090,422607296,148495551,8855540,720096983,147571256,882253079,200965716,648363471
926243863,975199532,314822492,228566000,753969130,684016965,356059890,822333205,78613519,700156137,549908744,904689500,61429186,50001999799,27610247114,QNs,2421749927,114201793,61242299,40647409301,32011784094,720787883,21954586423,294418879,350082563,437648356,568333085,9973786396,2026599066,10436047,6007727803,222037444,7360994956,222229370,87803934284,9572185759,549378937,281673461,499326310,215185119,626931745,512550633,347467494,173076247,740881735,246725434,56330566,825401184,718177050,1965217,34941978,112991517,347810915,167118158,574206471,324783665
993155672,533596307,667288903,392369603,941114441,755346848,462023349,495862286,368746337,625240848,749701227,422796649,909609591,51389061136,28407265106,YdT,2699287072,161077538,363406871,41557908016,38628421909,582432449,20146223744,278840226,360170342,481271018,581164093,9959243138,2861835654,951836822,6575359300,401078810,7191254474,932794024,87281161720,9392157699,841769701,24877035,11349444,442155380,920449503,536459408,772794582,82076674,779561728,491209170,88293732,992056718,372365079,323278321,658608406,274407365,550777793,397770739,462193553,938542062
302782703,650880832,765100813,803388001,480707886,721027675,866065956,424436871,935624079,406986720,985859778,991707949,843633060,55973064219,28494220586,aLJ,2011891145,102448109,270213952,47350498262,33546648707,409383598,27701068462,261136107,305346175,496116948,598282691,9162606626,2299783281,178169367,6483999873,602203745,7965670607,591937337,89964965941,9049338606,986284235,538651861,935200837,667561538,249947098,74798652,687392360,434726646,377088310,809429253,319545084,302750769,734792773,506612852,310681790,259908658,875320877,761872480,606656488,655426907
819528048,357961765,782714592,763764736,302438780,995288772,18740158,97328541,438919581,689910550,286433432,588949017,176513614,52843995069,28424881774,wgW,2880129857,167659203,392246312,46519216576,38508501469,305849952,25353035517,263409067,301868387,491772784,559285510,9969279138,2402757689,341187739,6814536418,546828159,7417688437,874708447,84207250712,9502001921,699482396,459446958,912072001,956203837,885059235,394259859,945407646,473251205,884547640,83770511,901697848,529331876,825129330,587243415,968895348,764455558,570129498,459368723,117293786,332176551
341229079,416992584,258969644,389232999,293961408,820619521,954797729,467341710,501522787,660836620,463483934,889420225,653156450,52087361252,28876357662,Gti,2259628485,184433833,848476142,47388110415,38676933770,204793843,25276661823,262559630,311177632,485882225,565246662,9139136731,2036699372,420953323,6622895842,278922754,7435845964,36827831,89779503272,9597193020,642117404,433852721,870998035,777389855,326755107,953932909,76313664,378843051,305597758,378006884,456920141,320531028,908922198,41103391,35769856,58566343,607980432,249686756,665932444,445165469
466104770,315233724,627428046,173227234,45624778,624035706,521023932,300688182,130316177,405774932,665283499,992757980,906918299,53042844111,22359136677,Wyo,2453653417,178516915,349645478,45534828709,38102523792,152207792,22716584408,262995553,339703859,404962589,511919014,9784545696,2805872215,575233306,6278224700,707623556,7779135617,694710803,85098627117,9491670528,746423331,20031931,584025839,422716635,440596527,426601032,799952502,143430409,381248606,348763792,371649077,929882081,815730423,780538535,279182744,508110603,150614674,579024925,998885513,430676043
563622354,3245819,929726100,327869246,205821220,649823298,221216243,815317808,502756893,243591022,232703931,132733490,178243155,51477178065,21450242329,oxK,2701869158,183484462,150846007,46297458348,32078166252,963486200,22838669632,239356470,303248571,430014472,586081783,9298483292,2155735498,797608641,6304122484,845357724,7244197111,246965431,82010114248,9938025368,138481411,660525903,357454747,193474651,6548521,533481483,31942296,988715330,148407878,759063434,827708418,539954240,763086873,685544169,998684355,90024831,470706520,499818141,527042096,957059709
461071650,856179703,504250972,930427921,553880440,435246989,494568388,511581166,217804949,905689531,470790015,795261243,674600060,58805643433,25587780277,KPo,2592718214,147655578,787689290,41480485378,31951594586,383308,26254023891,227919068,376987584,443710468,562585208,9204954223,2452711497,383144177,6878541450,918305589,7223620317,284238721,88185344158,9645678823,170704324,81047146,384319686,201370459,524867290,479937987,380984555,667609423,379487113,656990293,306733434,805167394,197725731,103253767,168971239,578720487,997492119,781642570,109651352,850119803
29482473,743453439,558399085,46816392,429394322,101409596,973070202,937982955,565729599,738519635,494904244,175461948,284394174,52506140892,21635288680,nkA,2416573915,183916542,228522425,44472171902,31393065888,459029659,29305436047,246680494,374243379,422035717,531339308,9860960149,2131894810,97352033,6828701215,350396962,7427445399,306592825,84315844335,9864820486,176638213,630888287,896686959,790612809,510833562,674133156,99086209,926146972,316131807,662974630,83209961,462482017,677457069,12669246,40172146,766667008,330133392,562102118,594874193,468583670
615731852,285215559,740332870,333110114,25566366,513918568,117656481,679326728,211562431,686433881,118088986,726532491,260032796,50083352912,22869419515,ZvY,2032846122,152983199,982268526,44367570233,31744739643,287590895,23379538635,252017440,385499418,456816027,544259369,9778135705,2870974105,705117304,6814764122,185525277,7262482091,909783271,80165590802,9356081764,192070008,697353241,684993622,355086776,684638254,534410543,298305579,351940302,912830420,219745886,940083132,168765904,939504560,902264037,430035389,800990174,407524557,583266743,183384659,604125113
202172988,644027824,118061843,870815017,102839726,982101371,576128030,53169815,993836784,856804881,869371165,304781707,646046084,52952801229,28464029605,yfW,2869220349,153156610,25530171,41899215104,39158262871,667426824,21192538636,237209157,335679872,423133268,515681555,9860960149,2353878971,504169644,6263133533,515628620,7264478755,618154547,83433072561,9485128656,500493550,327656297,529342917,178480067,327148964,589835902,301623522,368174950,758937934,947051947,257071140,851204283,671790946,251134780,840012730,325312505,993317900,922708294,63461863,858989593
538045810,108373034,46785044,623903736,131993674,261648287,945776464,573178788,476422113,752112748,41314050,609071293,494406938,56204563647,29667966142,onK,2310626409,167542194,977765756,41838125063,30665301770,347071654,20328872059,210250004,384255811,474034416,547918635,9093145029,2736937204,273782767,6652316822,727564113,7911809940,829316391,89398707114,9120926216,333987209,866148504,400305930,489915063,901321628,29877484,123756853,490300918,454902378,27600545,368479124,113539640,484332654,862997945,15140018,984971599,422383732,435392973,681308650,151257127
899987507,861585231,984563135,5878947,189637801,407524299,732308398,223315490,529901251,107521531,404044858,631468254,875421896,50931280934,20776696408,zGc,2068595452,139346370,313816799,49725514429,35303725297,771805392,24745266882,273587128,347700238,490981534,538777594,9238574234,2483806416,861621341,6521190521,347313238,7953493194,163665872,84941509688,9827580518,806089745,737394092,684377910,686813905,25754274,519804979,598034397,455810101,516143319,350241749,904624551,158780881,674284294,806788699,359231789,548642368,3793549,435814499,917609928,724522873
773553470,594305413,385921103,956973045,608004932,884555800,288407552,23539475,582669479,360811913,846528040,866166236,959888637,50341310486,24922658578,Jtj,2253680720,168178624,93604142,47808065732,35527956759,767199179,23734895612,261231106,367831503,431866195,563770223,9493232041,2500336424,489457335,6473534951,46640645,7867728065,70014925,86284521775,9678749584,535315641,51038329,606007128,181962297,675379720,485902196,769846175,108334803,899296752,400136757,878865533,237320843,443519837,300519455,406425938,228781659,480463751,94021231,574341255,575543542
575620525,202385520,689356228,684824040,360178381,353135410,703499901,762177618,396890624,421935309,779046143,217518179,759615113,56055410260,26719402794,ouF,2697900948,112705018,990305573,49405669070,37969047694,792728416,21336064049,221721358,350647654,456763296,541862772,9625468027,2277373416,274581405,6333061605,920437155,7600422575,145134608,85584606693,9939856439,862870066,784374384,387930707,818582047,137188419,33568261,934377013,472581781,453329007,557351736,894820920,891845624,614342815,579423151,613315465,248213584,275187460,24483259,635300522,393791387
588511740,553222802,551633482,787682066,493412142,567625318,751219664,295565710,193826853,392372830,311698485,492140937,69258479,56324170109,28467363068,duI,2845585627,192791981,496388312,49780783662,37931092745,704378371,23424199826,271202671,351490338,413191206,547251118,9988264396,2265812762,6087755,6937422798,776579114,7070340267,19728003,85419022691,9888153620,715677625,674456557,490074710,91898537,932434795,963313668,145428590,737434429,787772672,94046881,891562497,807671891,252024768,739165312,243139878,879893846,904910891,938064779,335677351,597954210
140854021,176962420,816972966,783993009,929696181,390424043,892732566,906801702,959819866,847526567,247162522,683703783,460499057,57770448166,20661053688,zzQ,2818860052,114312218,97426292,40423235691,38685666250,329801656,20497462041,256302887,399837410,475606868,567267231,9321333116,2114227596,934107480,6393024111,594708413,7301101634,566544611,85120827928,9160251231,911352302,934630370,991251266,950094052,375965510,962123356,215378839,819347613,558080477,906985158,580746251,858240900,742983160,158786698,91528238,583561743,319551279,498215290,840970319,865060670
594035452,897028765,882322196,585154405,579084259,374730049,523756514,431655708,551981530,854842747,616786247,401375864,697908243,56569354898,24431329345,gIv,2339468426,195001690,37225796,44178473634,39791628497,670706287,26325135521,289901452,309743272,435618206,587560613,9312127180,2970129028,803998441,6961460497,955391933,7226384585,882154256,82534932031,9509584884,939432139,184273520,34488216,83562728,403708947,62884743,440809036,122368492,134097677,435888209,28213435,919735201,346515757,852254534,502926282,857609383,761801259,347886050,561390529,405018001
500234826,238090756,192649227,695713029,316301453,524544067,199592870,691405974,208555928,637615692,169645790,971127251,402400781,58142040386,21560856662,oUp,2745797557,121502719,744480156,42464925783,32865503499,459209245,23854109932,266378567,345828882,405340713,562092629,9899981567,2802709818,865367821,6174370443,910806173,7570898091,956460452,88864347685,9674473028,261092395,125265106,368416516,504728952,57775733,310782023,851943253,236116529,461222393,760530827,156087752,24763707,848454274,363311148,356514231,705897540,391199314,336570209,634240721,438629903
390983958,798306573,883198897,465779967,290936685,789547105,404089181,951457963,276910732,403468559,313407174,262527288,961880689,58258705742,25964660908,eGq,2022992262,129773384,564266185,48352265082,39771999107,231238269,26803078927,298247522,347356329,481983583,597191267,9055135371,2637272746,612167120,6080689766,50177186,7581429618,250939931,89887339697,9660724974,696113192,44099337,327343549,80191494,807710194,214119984,839749066,457447302,690375059,153533803,803683917,811492327,711324805,84693147,632805995,224802173,659216710,133116903,529691284,701251371
435640874,144102857,4295600,535535106,73810835,727068286,717734683,478830616,772286062,274037655,7739883,267268543,564880930,59307064997,22922882364,JDs,2230555023,194598330,641831761,43540538248,33236133845,529136295,23874484391,245804742,306432884,478822580,586918533,9988264396,2502956945,895115426,6036548514,427215042,7572968081,204419451,83960383734,9397043377,446391417,198834956,819377171,915255797,442630073,659451513,820825699,60158155,487481425,893097943,277900575,853643514,48076651,615135212,594076452,297965816,989903667,16599506,823626618,555583343
884349819,624691457,42401664,764460379,437217676,819049147,299897255,517499887,700995874,877200380,658823643,425137687,974723493,57719195525,28639589256,cPM,2631862068,122314990,879737672,44070170537,38419858739,329596380,27930544559,239398049,313956409,434151660,506096204,9083286134,2241171285,691244252,6901243002,948406903,7233180723,1602366,86263008430,9009500650,556134866,275751971,453620321,872582508,397179984,500555902,267496975,677816890,304885749,532159822,2744578,760161597,565923268,597062965,161898853,308292579,545531832,35813103,655017301,888448386
268637906,907209004,756965896,534014153,475023730,842390837,367266467,836797100,626999736,507644852,203864076,76229687,857603041,51425102426,26187733123,UuA,2974805873,134260112,672818824,46122032212,39784961634,763424740,27546483742,268829453,395024798,432702780,510079033,9774393397,2189928531,686248617,6715759148,944323876,7231587596,352262367,80671789509,9444736428,92302925,670986895,907345950,53576246,388950302,471749265,350474839,653015485,251322614,68881272,957601022,746441690,878252797,2799420,802459238,32524607,776911746,869823417,526817891,965491471
591455711,296010993,498815642,607193787,750677413,533434367,55419714,882847979,417855985,37729384,350383067,337336906,567344701,54433385778,24679158810,iJP,2143683961,135793079,174241729,41782338280,33332417624,887842547,27238883795,229991839,317158794,475833903,511794736,9068602776,2729961505,292568527,6278675711,87322218,7140701309,640086159,86648241687,9669515049,785466822,28885525,284316276,48442846,38739227,392104334,636259260,418311860,571467361,812508272,62939457,277191678,153910313,747017835,242538761,947455184,49731253,403069716,801523268,590235309
